3,512,14.34,0.4978160216,0.0014667656,28.161900,9.387300,1.173412
3,768,21.50,0.4991612909,0.0014641439,28.111564,9.370521,1.171315
3,1152,32.26,0.4988938086,0.0014633973,28.097227,9.365742,1.170718
3,1728,48.38,0.4980132831,0.0015659585,30.066403,10.022134,1.252767
3,2592,72.58,0.4983730344,0.0015678266,30.102270,10.034090,1.254261
3,3888,108.86,0.4962847270,0.0015575801,29.905538,9.968513,1.246064
3,5832,163.30,0.4967750190,0.0015484621,29.730473,9.910158,1.238770
3,8752,245.06,0.4990497380,0.0015492371,29.745353,9.915118,1.239390
3,13128,367.58,0.4971703868,0.0015483459,29.728241,9.909414,1.238677
3,19696,551.49,0.4986883467,0.0015506657,29.772782,9.924261,1.240533
3,29544,827.23,0.4982302161,0.0015632190,30.013805,10.004602,1.250575
3,44320,1240.96,0.4992965991,0.0021180142,40.665872,13.555291,1.694411
3,66480,1861.44,0.4999004453,0.0031034096,59.585464,19.861821,2.482728
3,99720,2792.16,0.4992424706,0.0031969622,61.381674,20.460558,2.557570
3,149584,4188.35,0.4994733343,0.0032014215,61.467293,20.489098,2.561137
4,512,14.34,0.4983546324,0.0014666843,28.160338,9.386779,1.173347
4,768,21.50,0.4991707280,0.0014641848,28.112348,9.370783,1.171348
4,1152,32.26,0.4996846346,0.0014625244,28.080468,9.360156,1.170020
4,1728,48.38,0.4990993859,0.0014623745,28.077590,9.359197,1.169900
4,2592,72.58,0.4991415311,0.0015714102,30.171076,10.057025,1.257128
4,3888,108.86,0.4907002589,0.0015466589,29.695851,9.898617,1.237327
4,5832,163.30,0.4940505298,0.0015453918,29.671522,9.890507,1.236313
4,8752,245.06,0.4963729065,0.0015502780,29.765337,9.921779,1.240222
4,13128,367.58,0.4973017927,0.0015659130,30.065530,10.021843,1.252730
4,19696,551.49,0.4986879257,0.0015876128,30.482166,10.160722,1.270090
4,29544,827.23,0.4985538842,0.0016453746,31.591193,10.530398,1.316300
4,44320,1240.96,0.4979049927,0.0018733231,35.967803,11.989268,1.498658
4,66480,1861.44,0.4986254647,0.0023765472,45.629707,15.209902,1.901238
4,99720,2792.16,0.4994288087,0.0029565002,56.764804,18.921601,2.365200
4,149584,4188.35,0.4993375307,0.0030073646,57.741401,19.247134,2.405892
5,512,14.34,0.4980402729,0.0014667913,28.162393,9.387464,1.173433
5,768,21.50,0.4994369652,0.0014641642,28.111953,9.370651,1.171331
5,1152,32.26,0.5158641208,0.0015129102,29.047875,9.682625,1.210328
5,1728,48.38,0.4984933827,0.0018038905,34.634697,11.544899,1.443112
5,2592,72.58,0.4919330515,0.0018876963,36.243769,12.081256,1.510157
5,3888,108.86,0.4945263956,0.0019114408,36.699663,12.233221,1.529153
5,5832,163.30,0.4926294172,0.0018750708,36.001359,12.000453,1.500057
5,8752,245.06,0.4984541088,0.0018898714,36.285532,12.095177,1.511897
5,13128,367.58,0.4954014979,0.0019219849,36.902109,12.300703,1.537588
5,19696,551.49,0.4728112370,0.0018519862,35.558134,11.852711,1.481589
5,29544,827.23,0.4992486276,0.0016883283,32.415903,10.805301,1.350663
5,44320,1240.96,0.4991733925,0.0018891207,36.271117,12.090372,1.511297
5,66480,1861.44,0.4991109399,0.0027775381,53.328732,17.776244,2.222031
5,99720,2792.16,0.4996672710,0.0037143830,71.316154,23.772051,2.971506
5,149584,4188.35,0.4994077217,0.0037682212,72.349847,24.116616,3.014577
6,512,14.34,0.4982888531,0.0014667449,28.161501,9.387167,1.173396
6,768,21.50,0.4992900081,0.0014641455,28.111593,9.370531,1.171316
6,1152,32.26,0.4993058676,0.0014625401,28.080771,9.360257,1.170032
6,1728,48.38,0.4991034456,0.0014614615,28.060060,9.353353,1.169169
6,2592,72.58,0.4971960783,0.0015890145,30.509078,10.169693,1.271212
6,3888,108.86,0.4889342925,0.0016512994,31.704948,10.568316,1.321040
6,5832,163.30,0.4866227889,0.0016267668,31.233922,10.411307,1.301413
6,8752,245.06,0.4988395199,0.0016413409,31.513745,10.504582,1.313073
6,13128,367.58,0.4935005670,0.0016481695,31.644855,10.548285,1.318536
6,19696,551.49,0.4972245963,0.0016706342,32.076176,10.692059,1.336507
6,29544,827.23,0.4993542861,0.0016880110,32.409811,10.803270,1.350409
6,44320,1240.96,0.4994800510,0.0023621582,45.353437,15.117812,1.889727
6,66480,1861.44,0.4987315303,0.0025123840,48.237772,16.079257,2.009907
6,99720,2792.16,0.4996578777,0.0034699505,66.623049,22.207683,2.775960
6,149584,4188.35,0.4996708343,0.0038263493,73.465907,24.488636,3.061079
7,512,14.34,0.4983239053,0.0014667928,28.162421,9.387474,1.173434
7,768,21.50,0.4990260629,0.0014641728,28.112117,9.370706,1.171338
7,1152,32.26,0.4986757711,0.0014625551,28.081057,9.360352,1.170044
7,1728,48.38,0.4998415457,0.0014637487,28.103974,9.367991,1.170999
7,2592,72.58,0.4969463684,0.0015870858,30.472047,10.157349,1.269669
7,3888,108.86,0.4849096220,0.0016394720,31.477862,10.492621,1.311578
7,5832,163.30,0.4904263932,0.0016239368,31.179586,10.393195,1.299149
7,8752,245.06,0.4962755302,0.0016248565,31.197245,10.399082,1.299885
7,13128,367.58,0.4962597843,0.0016587665,31.848316,10.616105,1.327013
7,19696,551.49,0.4980269689,0.0016843652,32.339813,10.779938,1.347492
7,29544,827.23,0.4988891706,0.0017060326,32.755826,10.918609,1.364826
7,44320,1240.96,0.5032470059,0.0023046177,44.248659,14.749553,1.843694
7,66480,1861.44,0.4992371239,0.0026303270,50.502279,16.834093,2.104262
7,99720,2792.16,0.4993599877,0.0035641432,68.431550,22.810517,2.851315
7,149584,4188.35,0.4996389672,0.0038348908,73.629904,24.543301,3.067913
8,512,14.34,0.4987378623,0.0014667977,28.162515,9.387505,1.173438
8,768,21.50,0.4994320730,0.0014641400,28.111488,9.370496,1.171312
8,1152,32.26,0.4993816707,0.0014625500,28.080959,9.360320,1.170040
8,1728,48.38,0.4995557610,0.0014614253,28.059366,9.353122,1.169140
8,2592,72.58,0.4999506362,0.0014607639,28.046667,9.348889,1.168611
8,3888,108.86,0.4927572152,0.0015024357,28.846766,9.615589,1.201949
8,5832,163.30,0.4891676260,0.0015804876,30.345363,10.115121,1.264390
8,8752,245.06,0.5706533799,0.0018340072,35.212939,11.737646,1.467206
8,13128,367.58,0.4972290518,0.0019540557,37.517869,12.505956,1.563245
8,19696,551.49,0.4992508590,0.0020120519,38.631397,12.877132,1.609642
8,29544,827.23,0.4628282990,0.0016875718,32.401379,10.800460,1.350057
8,44320,1240.96,0.4991204441,0.0017355128,33.321847,11.107282,1.388410
8,66480,1861.44,0.4987688409,0.0019599111,37.630293,12.543431,1.567929
8,99720,2792.16,0.4990723515,0.0023832080,45.757593,15.252531,1.906566
8,149584,4188.35,0.5000772839,0.0030447360,58.458932,19.486311,2.435789
