1,1024,12.29,0.3191363811,0.0002911993,5.823986,0.727998
1,1536,18.43,0.4978116723,0.0002956143,5.912286,0.739036
1,2304,27.65,0.4967284938,0.0002901622,5.803243,0.725405
1,3456,41.47,0.4979047319,0.0003553126,7.106252,0.888281
1,5184,62.21,0.498304164,0.0003550818,7.101636,0.887705
1,7776,93.31,0.4985699514,0.0003526179,7.052357,0.881545
1,11664,139.97,0.4983606488,0.000353245,7.0649,0.883112
1,17496,209.95,0.4994860385,0.0003528917,7.057834,0.882229
1,26244,314.93,0.4992051069,0.0003531428,7.062857,0.882857
1,39366,472.39,0.4993398413,0.0003532709,7.065419,0.883177
1,59049,708.59,0.4962940514,0.0003532312,7.064624,0.883078
1,88573,1062.88,0.5006257994,0.0004134694,8.269388,1.033673
1,132859,1594.31,0.4979829099,0.0005576028,11.152056,1.394007
1,199288,2391.46,0.4995652745,0.000583508,11.67016,1.45877
1,298932,3587.18,0.4987545209,0.0005839884,11.679767,1.459971
2,1024,12.29,0.3213865282,0.0002926618,5.853236,0.731655
2,1536,18.43,0.4967979658,0.0002936687,5.873375,0.734172
2,2304,27.65,0.5052410895,0.0003020825,6.041651,0.755206
2,3456,41.47,0.4959874926,0.0003571151,7.142301,0.892788
2,5184,62.21,0.4961341256,0.0003896382,7.792764,0.974096
2,7776,93.31,0.4949194994,0.0003848138,7.696277,0.962035
2,11664,139.97,0.4945856137,0.0003853814,7.707628,0.963453
2,17496,209.95,0.4980039252,0.0003844443,7.688886,0.961111
2,26244,314.93,0.4979299828,0.0003816603,7.633206,0.954151
2,39366,472.39,0.4977427945,0.0003799386,7.598772,0.949847
2,59049,708.59,0.496351785,0.0003836845,7.673691,0.959211
2,88573,1062.88,0.4987820452,0.0004599616,9.199233,1.149904
2,132859,1594.31,0.4984395616,0.0007522846,15.045692,1.880711
2,199288,2391.46,0.4998338986,0.0008815811,17.631623,2.203953
2,298932,3587.18,0.4999289345,0.0008788142,17.576284,2.197036
3,1024,12.29,0.3373509338,0.0002930428,5.860856,0.732607
3,1536,18.43,0.4979796829,0.0002942465,5.88493,0.735616
3,2304,27.65,0.4974856367,0.0003010855,6.021711,0.752714
3,3456,41.47,0.4944176096,0.0003382272,6.764545,0.845568
3,5184,62.21,0.491201384,0.0004387176,8.774352,1.096794
3,7776,93.31,0.4927125443,0.0004388066,8.776133,1.097017
3,11664,139.97,0.490764562,0.0004401673,8.803346,1.100418
3,17496,209.95,0.4991279682,0.0004374874,8.749749,1.093719
3,26244,314.93,0.4929874791,0.0004305767,8.611534,1.076442
3,39366,472.39,0.4967748299,0.0004316387,8.632773,1.079097
3,59049,708.59,0.4989086725,0.0004312066,8.624132,1.078017
3,88573,1062.88,0.5053572152,0.0004595316,9.190633,1.148829
3,132859,1594.31,0.4986475864,0.0008734487,17.468973,2.183622
3,199288,2391.46,0.4996406762,0.0011574925,23.14985,2.893731
3,298932,3587.18,0.5000120094,0.0011762738,23.525476,2.940685
4,1024,12.29,0.3439368382,0.0002976939,5.953878,0.744235
4,1536,18.43,0.495807997,0.0002930476,5.860952,0.732619
4,2304,27.65,0.4944320703,0.000303035,6.0607,0.757587
4,3456,41.47,0.4962907014,0.0003316872,6.633743,0.829218
4,5184,62.21,0.4931022571,0.0004942507,9.885014,1.235627
4,7776,93.31,0.4894787334,0.0004920762,9.841523,1.23019
4,11664,139.97,0.4867018703,0.0004962991,9.925981,1.240748
4,17496,209.95,0.487517477,0.0004823687,9.647374,1.205922
4,26244,314.93,0.4920388041,0.0004832119,9.664238,1.20803
4,39366,472.39,0.4951563636,0.000477209,9.54418,1.193022
4,59049,708.59,0.49854548,0.0004864269,9.728538,1.216067
4,88573,1062.88,0.5004372271,0.0006665877,13.331754,1.666469
4,132859,1594.31,0.499284246,0.0010344071,20.688142,2.586018
4,199288,2391.46,0.4997193692,0.0014811126,29.622252,3.702781
4,298932,3587.18,0.4998866292,0.0014957441,29.914883,3.73936
5,1024,12.29,0.3248602645,0.0002962447,5.924894,0.740612
5,1536,18.43,0.4966386603,0.0002983025,5.96605,0.745756
5,2304,27.65,0.4989089193,0.0003052504,6.105007,0.763126
5,3456,41.47,0.4942956641,0.0003339342,6.678685,0.834836
5,5184,62.21,0.4899153216,0.0005376797,10.753594,1.344199
5,7776,93.31,0.4903825857,0.0005370589,10.741178,1.342647
5,11664,139.97,0.4956682706,0.0005562174,11.124348,1.390543
5,17496,209.95,0.4959581885,0.0005340118,10.680236,1.335029
5,26244,314.93,0.4904607311,0.0005263474,10.526948,1.315868
5,39366,472.39,0.4966852088,0.0005195862,10.391724,1.298965
5,59049,708.59,0.4969482012,0.0005228217,10.456435,1.307054
5,88573,1062.88,0.5000867564,0.0007496071,14.992142,1.874018
5,132859,1594.31,0.4986381726,0.0011576613,23.153227,2.894153
5,199288,2391.46,0.4998765858,0.0017540647,35.081294,4.385162
5,298932,3587.18,0.4995055934,0.0018222108,36.444216,4.555527
6,1024,12.29,0.3266715501,0.0002978667,5.957333,0.744667
6,1536,18.43,0.4941233089,0.0003038323,6.076645,0.759581
6,2304,27.65,0.4969193907,0.0003023898,6.047796,0.755975
6,3456,41.47,0.4933024012,0.0003442306,6.884612,0.860576
6,5184,62.21,0.4744241815,0.0005752169,11.504338,1.438042
6,7776,93.31,0.4982264545,0.0006150865,12.30173,1.537716
6,11664,139.97,0.472087712,0.0005818143,11.636286,1.454536
6,17496,209.95,0.4800277213,0.0005677481,11.354962,1.41937
6,26244,314.93,0.4930294519,0.0005679758,11.359516,1.41994
6,39366,472.39,0.4923824668,0.0005499389,10.998778,1.374847
6,59049,708.59,0.4978526961,0.000556734,11.134679,1.391835
6,88573,1062.88,0.5025157612,0.0005978991,11.957982,1.494748
6,132859,1594.31,0.4986200212,0.0013762382,27.524763,3.440595
6,199288,2391.46,0.4998244429,0.0021147141,42.294281,5.286785
6,298932,3587.18,0.4997890256,0.0021517573,43.035146,5.379393
7,1024,12.29,0.3413223187,0.0002925129,5.850259,0.731282
7,1536,18.43,0.4940955639,0.000298932,5.978639,0.74733
7,2304,27.65,0.4979322441,0.0003079494,6.158988,0.769874
7,3456,41.47,0.4941293411,0.0003400035,6.800069,0.850009
7,5184,62.21,0.4991447972,0.0006498016,12.996031,1.624504
7,7776,93.31,0.4792649569,0.0006610806,13.221612,1.652702
7,11664,139.97,0.4885361185,0.0006721998,13.443996,1.6805
7,17496,209.95,0.4910256267,0.0006372187,12.744373,1.593047
7,26244,314.93,0.4700823762,0.0005900061,11.800121,1.475015
7,39366,472.39,0.4916597502,0.0005892919,11.785837,1.47323
7,59049,708.59,0.4954395909,0.000598923,11.978461,1.497308
7,88573,1062.88,0.4983425187,0.0006040743,12.081486,1.510186
7,132859,1594.31,0.4979754137,0.0013314919,26.629838,3.32873
7,199288,2391.46,0.4998616613,0.0024187441,48.374882,6.04686
7,298932,3587.18,0.4997940892,0.0024806118,49.612237,6.20153
8,1024,12.29,0.3254679218,0.0002968462,5.936924,0.742116
8,1536,18.43,0.4948602291,0.0002937416,5.874832,0.734354
8,2304,27.65,0.4972384106,0.000309643,6.19286,0.774107
8,3456,41.47,0.4960024338,0.0003283532,6.567063,0.820883
8,5184,62.21,0.4877715483,0.0007250766,14.501531,1.812691
8,7776,93.31,0.4046856351,0.0006155063,12.310126,1.538766
8,11664,139.97,0.4783166396,0.000755489,15.10978,1.888722
8,17496,209.95,0.4506521076,0.0006487366,12.974731,1.621841
8,26244,314.93,0.4531098288,0.0005925346,11.850692,1.481336
8,39366,472.39,0.4992528027,0.000610109,12.202179,1.525272
8,59049,708.59,0.4879285917,0.0006147235,12.29447,1.536809
8,88573,1062.88,0.5010753926,0.000670523,13.41046,1.676307
8,132859,1594.31,0.4988139281,0.0015102417,30.204835,3.775604
8,199288,2391.46,0.4975106902,0.0027164753,54.329506,6.791188
8,298932,3587.18,0.4992443547,0.002811605,56.2321,7.029013
